Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,114.36000061035156,116.19000244140625,114.05999755859375,115.80000305175781,85.42015075683594,2528800
2014-01-03,115.69999694824219,115.97000122070312,114.05999755859375,114.47000122070312,84.4390869140625,2075800
2014-01-06,114.47000122070312,114.91999816894531,113.12000274658203,113.4800033569336,83.70880889892578,2838100
2014-01-07,113.5,116.79000091552734,113.2699966430664,116.43000030517578,85.8848648071289,3632400
2014-01-08,116.63999938964844,116.9000015258789,115.3499984741211,115.87999725341797,85.47917938232422,2481800
2014-01-09,116.54000091552734,118.95999908447266,116.22000122070312,118.88999938964844,87.6994857788086,3400000
2014-01-10,119.0,119.0,116.19999694824219,117.98999786376953,87.0356216430664,3053100
2014-01-13,118.31999969482422,118.7300033569336,115.94000244140625,116.4000015258789,85.86276245117188,3703900
2014-01-14,116.83999633789062,117.94000244140625,116.22000122070312,117.72000122070312,86.83644104003906,2541200
2014-01-15,118.41999816894531,118.94999694824219,117.4000015258789,118.51000213623047,87.41919708251953,3064600
2014-01-16,118.81999969482422,119.69000244140625,118.20999908447266,119.02999877929688,87.80278015136719,2553200
2014-01-17,118.91000366210938,119.55000305175781,118.30999755859375,119.1500015258789,87.89128875732422,4010000
2014-01-21,119.95999908447266,120.0,118.56999969482422,119.25,87.96508026123047,3072700
2014-01-22,119.83000183105469,124.45999908447266,119.58000183105469,124.37000274658203,91.74186706542969,5086200
2014-01-23,123.0,124.22000122070312,121.5999984741211,123.5999984741211,91.173828125,3534800
2014-01-24,122.61000061035156,122.61000061035156,118.98999786376953,119.29000091552734,87.99456024169922,4992900
2014-01-27,119.25,119.83000183105469,117.41999816894531,118.5199966430664,87.42657470703125,4125400
2014-01-28,118.38999938964844,121.87000274658203,118.30999755859375,120.69999694824219,89.03466796875,4348600
2014-01-29,117.0,121.16000366210938,117.0,119.16999816894531,87.90604400634766,5730400
2014-01-30,120.06999969482422,121.9800033569336,119.55000305175781,120.88999938964844,89.17478942871094,3321100
2014-01-31,118.55000305175781,120.20999908447266,118.0999984741211,118.94999694824219,87.7437515258789,4934900
2014-02-03,119.68000030517578,120.5,116.47000122070312,116.75,86.12091064453125,5046200
2014-02-04,117.69000244140625,117.7300033569336,115.70999908447266,115.77999877929688,85.4054183959961,5093000
2014-02-05,115.43000030517578,116.94000244140625,114.56999969482422,115.06999969482422,84.88166046142578,4332200
2014-02-06,115.62000274658203,116.81999969482422,115.08000183105469,116.06999969482422,85.61934661865234,2737000
2014-02-07,116.44000244140625,119.04000091552734,115.80999755859375,118.9000015258789,87.70687866210938,2837900
2014-02-10,119.68000030517578,120.36000061035156,117.9000015258789,120.30000305175781,88.7396240234375,3352500
2014-02-11,120.0,121.25,118.8499984741211,121.23999786376953,89.8887939453125,2502700
2014-02-12,120.93000030517578,122.54000091552734,120.87000274658203,122.20999908447266,90.60794067382812,2187500
2014-02-13,121.6500015258789,124.16000366210938,121.22000122070312,124.1500015258789,92.04627990722656,2530100
2014-02-14,123.54000091552734,124.30000305175781,122.5199966430664,123.83999633789062,91.81644439697266,2677100
2014-02-18,124.83999633789062,126.31999969482422,124.56999969482422,124.94000244140625,92.63199615478516,3082100
2014-02-19,124.8499984741211,124.9000015258789,123.12999725341797,123.3499984741211,91.45316314697266,2779400
2014-02-20,123.3499984741211,124.30999755859375,122.9000015258789,123.48999786376953,91.55696868896484,3020000
2014-02-21,123.75,125.5,123.26000213623047,123.8499984741211,91.82384490966797,3395000
2014-02-24,124.38999938964844,126.58999633789062,124.19999694824219,125.79000091552734,93.26219177246094,2772600
2014-02-25,125.33999633789062,126.22000122070312,124.0199966430664,124.36000061035156,92.20198059082031,2416300
2014-02-26,123.9000015258789,124.2300033569336,121.73999786376953,121.86000061035156,90.34844970703125,3895700
2014-02-27,121.98999786376953,123.9000015258789,121.7699966430664,123.08000183105469,91.25299072265625,3772900
2014-02-28,124.26000213623047,126.94999694824219,123.16999816894531,124.0199966430664,91.94991302490234,4853600
2014-03-03,122.88999938964844,124.18000030517578,122.5199966430664,123.69000244140625,91.70524597167969,2503900
2014-03-04,125.31999969482422,126.05999755859375,124.51000213623047,126.0,93.41791534423828,2557800
2014-03-05,126.18000030517578,127.1500015258789,125.38999938964844,126.19000244140625,93.55876159667969,2478200
2014-03-06,126.69000244140625,127.41999816894531,124.12000274658203,124.19000244140625,92.07595825195312,3067500
2014-03-07,125.30999755859375,125.9000015258789,120.26000213623047,122.26000213623047,90.64502716064453,7124700
2014-03-10,122.26000213623047,126.0999984741211,122.25,125.4000015258789,92.9730453491211,3786300
2014-03-11,125.44999694824219,125.5999984741211,123.73999786376953,124.2699966430664,92.1352767944336,2655200
2014-03-12,122.9800033569336,126.0,122.9800033569336,125.9800033569336,93.403076171875,2761100
2014-03-13,126.16999816894531,126.3499984741211,123.30999755859375,123.95999908447266,91.90542602539062,2436800
2014-03-14,123.4000015258789,124.91000366210938,122.36000061035156,122.54000091552734,90.85261535644531,2213600
2014-03-17,123.12000274658203,125.30999755859375,122.55000305175781,123.86000061035156,91.831298828125,2574100
2014-03-18,124.5,127.4800033569336,124.30999755859375,127.47000122070312,94.5077896118164,3255600
2014-03-19,127.98999786376953,127.98999786376953,125.72000122070312,126.58000183105469,93.84790802001953,2599500
2014-03-20,126.16000366210938,127.0999984741211,125.23999786376953,127.05000305175781,94.19639587402344,2311200
2014-03-21,127.05000305175781,128.9600067138672,122.47000122070312,122.93000030517578,91.14176177978516,7101100
2014-03-24,123.2699966430664,123.5,118.55999755859375,121.27999877929688,89.91844177246094,4448100
2014-03-25,121.73999786376953,123.94999694824219,119.66000366210938,120.62999725341797,89.43650817871094,3863700
2014-03-26,121.2300033569336,122.88999938964844,120.05000305175781,120.11000061035156,89.05097961425781,3843800
2014-03-27,121.30999755859375,123.9800033569336,120.5,122.29000091552734,90.66725158691406,4553400
2014-03-28,122.2699966430664,124.12000274658203,120.37999725341797,120.55000305175781,89.3772201538086,3246000
2014-03-31,122.5,124.52999877929688,122.19000244140625,123.33999633789062,91.44574737548828,4761200
2014-04-01,123.66999816894531,126.2300033569336,123.51000213623047,126.06999969482422,93.46978759765625,3163600
